año;eleccion_tipo;recuento_tipo;padron_tipo;distrito_id;distrito_nombre;seccionprovincial_id;seccionprovincial_nombre;seccion_id;seccion_nombre;circuito_id;circuito_nombre;mesa_id;mesa_tipo;mesa_electores;cargo_id;cargo_nombre;agrupacion_id;agrupacion_nombre;lista_numero;lista_nombre;votos_tipo;votos_cantidad
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;474;NATIVOS;343;1;PRESIDENTE Y VICE;0;;0;;NULO;0
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;474;NATIVOS;343;1;PRESIDENTE Y VICE;0;;0;;IMPUGNADO;0
2023;GENERAL;PROVISORIO;NORMAL;22;Santiago del Estero;0;;27;General Taboada;226;226;2464;NATIVOS;313;1;PRESIDENTE Y VICE;0;;0;;EN BLANCO;1
2023;GENERAL;PROVISORIO;NORMAL;22;Santiago del Estero;0;;27;General Taboada;226;226;2464;NATIVOS;313;1;PRESIDENTE Y VICE;0;;0;;NULO;0
2023;GENERAL;PROVISORIO;NORMAL;22;Santiago del Estero;0;;27;General Taboada;226;226;2464;NATIVOS;313;1;PRESIDENTE Y VICE;0;;0;;IMPUGNADO;0
2023;GENERAL;PROVISORIO;NORMAL;22;Santiago del Estero;0;;27;General Taboada;226;226;2464;NATIVOS;313;1;PRESIDENTE Y VICE;0;;0;;RECURRIDO;0
2023;GENERAL;PROVISORIO;NORMAL;22;Santiago del Estero;0;;27;General Taboada;226;226;2464;NATIVOS;313;1;PRESIDENTE Y VICE;0;;0;;COMANDO;1
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;95
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;82
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;477;NATIVOS;346;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;92
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;478;NATIVOS;349;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;82
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;479;NATIVOS;343;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;95
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;480;NATIVOS;344;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;94
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;108
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;89
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;57
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;477;NATIVOS;346;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;62
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;478;NATIVOS;349;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;479;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;480;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;65
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;62
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;67
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;483;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;50
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;484;NATIVOS;341;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;50
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;485;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;486;NATIVOS;347;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;487;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;68
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;488;NATIVOS;340;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;65
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;56
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;490;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;53
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;491;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;49
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;492;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;60
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;493;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;63
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;494;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;56
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;46
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;497;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;63
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;498;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;499;NATIVOS;341;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;56
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;500;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;501;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;45
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;1;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;44
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;2;NATIVOS;339;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;38
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;3;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;35
